Provider,product,Price,CPU_RAM_price,Storage_price,licensed_OS_price,internal_egress_price,external_egress_price,internal_egress,external_egress,CPU,RAM,STORAGE,Regional_redundancy,Autoscaling,Payment_option,Term_Length,Instance_Type,Disk_type,OS,Region
Google,S74,1.04763,0.232924,0.0266,0.184,0.0013699,0.6027,100,4000,4,32,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Europe
Google,S75,0.87324,0.232924,0.0266,0.009609,0.0013699,0.6027,100,4000,4,32,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Europe
Google,S76,0.95043,0.232924,0.1134,0,0.0013699,0.6027,100,4000,4,32,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,Europe
Google,S77,1.13443,0.232924,0.1134,0.184,0.0013699,0.6027,100,4000,4,32,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Europe
Google,S78,0.96004,0.232924,0.1134,0.009609,0.0013699,0.6027,100,4000,4,32,200,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Google,S79,0.70056,0.069852,0.0266,0,0.0013699,0.6027,100,4000,4,32,200,yes,horizontal,no upfront,No commitment,Spot,Standard,free,Europe
Google,S80,0.89689,0.069852,0.0266,0.184,0.0136986,0.6027,1000,4000,4,32,200,yes,horizontal,no upfront,No commitment,Spot,Standard,Windows,Europe
Google,S81,0.7225,0.069852,0.0266,0.009609,0.0136986,0.6027,1000,4000,4,32,200,yes,horizontal,no upfront,No commitment,Spot,Standard,Linux,Europe
Google,S82,0.79969,0.069852,0.1134,0,0.0136986,0.6027,1000,4000,4,32,200,yes,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Google,S83,0.98369,0.069852,0.1134,0.184,0.0136986,0.6027,1000,4000,4,32,200,yes,horizontal,no upfront,No commitment,Spot,SSD,Windows,Europe
Google,S84,0.37094,0.069852,0.1134,0.009609,0.0136986,0.1644,1000,1000,4,32,200,yes,horizontal,no upfront,No commitment,Spot,SSD,Linux,Europe
Google,S103,0.52841,0.069852,0.0065,0,0,0.4521,500,3000,4,32,100,no,horizontal,no upfront,No commitment,Spot,Standard,free,Europe
Google,S104,0.71241,0.069852,0.0065,0.184,0,0.4521,1000,3000,4,32,100,no,horizontal,no upfront,No commitment,Spot,Standard,Windows,Europe
Google,S105,0.53802,0.069852,0.0065,0.009609,0,0.4521,1000,3000,4,32,100,no,horizontal,no upfront,No commitment,Spot,Standard,Linux,Europe
Google,S106,0.55021,0.069852,0.0283,0,0,0.4521,1000,3000,4,32,100,no,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Google,S107,0.73421,0.069852,0.0283,0.184,0,0.4521,1000,3000,4,32,100,no,horizontal,no upfront,No commitment,Spot,SSD,Windows,Europe
Google,S108,0.55982,0.069852,0.0283,0.009609,0,0.4521,1000,3000,4,32,100,no,horizontal,no upfront,No commitment,Spot,SSD,Linux,Europe
Google,S128,0.92083,0.285088,0.033,0,0,0.6027,1000,4000,8,16,500,no,horizontal,no upfront,No commitment,On Demand,Standard,free,Europe
Google,S129,2.19294,0.285088,0.033,0.368,0,1.5068,1000,10000,8,16,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Europe
Google,S130,1.73144,0.179592,0.033,0.012002,0,1.5068,1000,10000,8,16,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Google,S131,2.12941,0.179592,0.1416,0,0,1.8082,1000,12000,8,16,500,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,Europe
Google,S132,2.44609,0.128272,0.1416,0.368,0,1.8082,1000,12000,8,16,500,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,Europe
Google,S133,2.09009,0.128272,0.1416,0.012002,0,1.8082,1000,12000,8,16,500,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Google,S134,1.93248,0.345336,0.0666,0,0.0136986,1.5068,1000,10000,8,32,500,yes,horizontal,no upfront,No commitment,On Demand,Standard,free,Europe
Google,S135,2.12402,0.168872,0.0666,0.368,0.0136986,1.5068,1000,10000,8,32,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,Europe
Google,S136,1.71633,0.120632,0.0666,0.014034,0.0082192,1.5068,600,10000,8,32,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Google,S137,1.87848,0.080408,0.283,0,0.0082192,1.5068,600,10000,8,32,500,yes,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Google,S138,4.5884,1.381344,0.283,1.472,0.1369863,1.3151,10000,12000,32,128,500,yes,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Europe
Google,S139,2.46018,0.675488,0.283,0.049634,0.1369863,1.3151,10000,12000,32,128,500,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Google,S140,1.93296,0.414304,0.0666,0,0.1369863,1.3151,10000,12000,32,128,500,yes,horizontal,no upfront,No commitment,Spot,Standard,free,Europe
Google,S141,3.40496,0.414304,0.0666,1.472,0.1369863,1.3151,10000,12000,32,128,500,yes,horizontal,no upfront,No commitment,Spot,Standard,Windows,Europe
Google,S142,1.98259,0.414304,0.0666,0.049634,0.1369863,1.3151,10000,12000,32,128,500,yes,horizontal,no upfront,No commitment,Spot,Standard,Linux,Europe
Google,S143,6.31374,0.414304,0.283,0,0.1369863,5.4795,10000,50000,32,128,500,yes,horizontal,no upfront,No commitment,Spot,SSD,free,Europe
Google,S144,7.71725,0.414304,0.283,1.472,0.0684932,5.4795,5000,50000,32,128,500,yes,horizontal,no upfront,No commitment,Spot,SSD,Windows,Europe
Google,S145,6.29488,0.414304,0.283,0.049634,0.0684932,5.4795,5000,50000,32,128,500,yes,horizontal,no upfront,No commitment,Spot,SSD,Linux,Europe
Google,S146,7.06951,1.4549696,0.0666,0,0.0684932,5.4795,5000,50000,32,128,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,Europe
Google,S147,7.70805,0.621504,0.0666,1.472,0.0684932,5.4795,5000,50000,32,128,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,Europe
Google,S148,6.60096,0.870176,0.1332,0.049634,0.0684932,5.4795,5000,50000,32,128,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Google,S149,0.25089,0.067006,0.1332,0,0.0013699,0.0493,100,300,2,8,1000,yes,horizontal,no upfront,No commitment,On Demand,Standard,free,US
Google,S150,0.3181,0.042218,0.1332,0.092,0.0013699,0.0493,100,300,2,8,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,US
Google,S151,0.21803,0.030158,0.1332,0.003987,0.0013699,0.0493,100,300,2,8,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,US
Google,S152,0.20399,0.020102,0.1332,0,0.0013699,0.0493,100,300,2,8,1000,yes,horizontal,no upfront,No commitment,Spot,Standard,free,US
Google,S153,0.5019,0.134012,0.1332,0.184,0.0013699,0.0493,100,300,4,16,1000,yes,horizontal,no upfront,No commitment,On Demand,Standard,Windows,US
Google,S154,0.2759,0.084436,0.1332,0.007577,0.0013699,0.0493,100,300,4,16,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,US
Google,S155,0.30109,0.060316,0.1332,0.007577,0.0013699,0.0986,100,600,4,16,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,US
Google,S156,0.28098,0.040204,0.1332,0.007577,0.0013699,0.0986,100,600,4,16,1000,yes,horizontal,no upfront,No commitment,Spot,Standard,Windows,US
Google,S157,0.42156,0.18078,0.1332,0.007577,0.0013699,0.0986,100,600,4,32,1000,yes,horizontal,no upfront,No commitment,On Demand,Standard,Windows,US
Google,S158,0.35469,0.113908,0.1332,0.007577,0.0013699,0.0986,100,600,4,32,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,US
Google,S159,0.32215,0.081372,0.1332,0.007577,0.0013699,0.0986,100,600,4,32,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,US
Google,S160,0.29705,0.054236,0.1332,0.009609,0.0013699,0.0986,100,600,4,32,1000,yes,horizontal,no upfront,No commitment,Spot,Standard,Linux,US
Google,S164,2.58975,0.080408,0.566,0.368,0.0684932,1.5068,5000,10000,8,32,1000,yes,horizontal,no upfront,No commitment,Spot,SSD,Windows,US
Google,S168,3.01328,0.160816,0.566,0.026191,0.0684932,2.1918,5000,20000,16,64,1000,yes,horizontal,no upfront,No commitment,Spot,SSD,Linux,US
Google,S172,4.6747,0.321632,0.566,1.472,0.1232877,2.1918,9000,20000,32,128,1000,yes,horizontal,no upfront,No commitment,Spot,SSD,Windows,US
Google,S197,2.2325,0.850944,0.0266,0.026191,0.0136986,1.3151,1000,12000,16,64,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,South America
Google,S198,1.93134,0.53608,0.0266,0.026191,0.0273973,1.3151,2000,12000,16,64,200,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,South America
Google,S199,1.77817,0.382912,0.0266,0.026191,0.0273973,1.3151,2000,12000,16,64,200,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,South America
Google,S200,1.65054,0.255283,0.0266,0.026191,0.0273973,1.3151,2000,12000,16,64,200,yes,horizontal,no upfront,No commitment,Spot,Standard,Linux,South America
Google,S201,5.51556,1.701888,0.0266,1.472,0.1232877,2.1918,9000,20000,32,128,200,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,South America
Google,S202,4.88583,1.07216,0.0266,1.472,0.1232877,2.1918,9000,20000,32,128,200,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,South America
Google,S203,4.57949,0.765824,0.0266,1.472,0.1232877,2.1918,9000,20000,32,128,200,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,South America
Google,S204,4.32423,0.510566,0.0266,1.472,0.1232877,2.1918,9000,20000,32,128,200,yes,horizontal,no upfront,No commitment,Spot,Standard,Linux,South America
Microsoft,AKS1,1.79788,0.595,0.00425,0,0,1.1986,5000,10000,12,48,100,no,horizontal,no upfront,No commitment,On Demand,Standard,free,Europe
Microsoft,AKS2,1.84588,0.643,0.00425,0,0,1.1986,5000,10000,12,48,100,no,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Europe
Microsoft,AKS3,1.58663,0.348,0.04,0,0,1.1986,5000,10000,12,48,100,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,Europe
Microsoft,AKS4,1.63463,0.396,0.04,0,0,1.1986,5000,10000,12,48,100,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,Europe
Microsoft,AKS5,1.42688,0.224,0.00425,0,0,1.1986,9000,10000,12,48,100,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,Europe
Microsoft,AKS6,3.68721,0.272,0.00425,0,0,3.411,9000,30000,12,48,100,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,Europe
Microsoft,AKS8,4.23996,0.794,0.035,0,0,3.411,9000,30000,16,64,1000,no,horizontal,no upfront,No commitment,On Demand,Standard,free,Europe
Microsoft,AKS9,3.97396,0.528,0.035,0,0,3.411,9000,30000,16,64,1000,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,Europe
Microsoft,AKS10,1.85928,0.363,0.3319,0,0.0273973,1.137,1000,10000,16,64,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,Europe
Microsoft,AKS11,2.92128,1.425,0.3319,0,0.0273973,1.137,1000,10000,8,64,1000,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,Europe
Microsoft,AKS12,1.97505,1.15,0.3319,0,0.0136986,0.4795,1000,4000,8,64,1000,yes,horizontal,no upfront,1 Year commitment,Dedicated,SSD,free,Europe
Microsoft,AKS13,1.68505,0.86,0.3319,0,0.0136986,0.4795,1000,4000,8,64,1000,yes,horizontal,no upfront,3 Year commitment,Dedicated,SSD,free,Europe
Microsoft,AKS14,1.12695,0.57,0.0638,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,No commitment,On Demand,Standard,free,US
Microsoft,AKS15,0.89895,0.342,0.0638,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,free,US
Microsoft,AKS16,0.78495,0.228,0.0638,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,US
Microsoft,AKS17,1.72615,0.57,0.663,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Microsoft,AKS18,1.49815,0.342,0.663,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Microsoft,AKS19,1.38415,0.228,0.663,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,free,US
Microsoft,AKS20,1.49495,0.938,0.0638,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,No commitment,On Demand,Standard,Windows,US
Microsoft,AKS21,1.26695,0.71,0.0638,0,0.0136986,0.4795,1000,4000,8,64,2000,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,US
Microsoft,AKS22,1.16665,0.596,0.0638,0,0.0273973,0.4795,2000,4000,8,64,2000,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,US
Microsoft,AKS23,2.76538,0.938,0.663,0,0.0273973,1.137,2000,10000,8,64,2000,yes,horizontal,no upfront,No commitment,On Demand,SSD,Windows,US
Microsoft,AKS24,2.53738,0.71,0.663,0,0.0273973,1.137,2000,10000,8,64,2000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,US
Microsoft,AKS25,2.42338,0.596,0.663,0,0.0273973,1.137,2000,10000,8,64,2000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,US
Microsoft,AKS26,7.29602,1.424,0.0638,0,0.1232877,5.6849,9000,50000,20,160,2000,yes,horizontal,no upfront,No commitment,On Demand,Standard,free,US
Microsoft,AKS27,6.72602,0.854,0.0638,0,0.1232877,5.6849,9000,50000,20,160,2000,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,free,US
Microsoft,AKS28,6.44202,0.57,0.0638,0,0.1232877,5.6849,9000,50000,20,160,2000,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,US
Microsoft,AKS29,7.89522,1.424,0.663,0,0.1232877,5.6849,9000,50000,20,160,2000,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
Microsoft,AKS30,7.32522,0.854,0.663,0,0.1232877,5.6849,9000,50000,20,160,2000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,US
Microsoft,AKS31,7.04122,0.57,0.663,0,0.1232877,5.6849,9000,50000,20,160,2000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,free,US
Microsoft,AKS32,8.16172,2.344,0.0095,0,0.1232877,5.6849,9000,50000,20,160,300,yes,horizontal,no upfront,No commitment,On Demand,Standard,Windows,US
Microsoft,AKS33,7.59172,1.774,0.0095,0,0.1232877,5.6849,9000,50000,20,160,300,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,US
Microsoft,AKS34,7.30772,1.49,0.0095,0,0.1232877,5.6849,9000,50000,20,160,300,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,US
Microsoft,AKS35,8.25122,2.344,0.099,0,0.1232877,5.6849,9000,50000,20,160,300,yes,horizontal,no upfront,No commitment,On Demand,SSD,Windows,US
Microsoft,AKS36,7.68122,1.774,0.099,0,0.1232877,5.6849,9000,50000,20,160,300,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,US
Microsoft,AKS37,7.41092,1.49,0.099,0,0.1369863,5.6849,10000,50000,20,160,300,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,US
Microsoft,AKS38,3.09503,1.425,0.0125,0,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,No commitment,Dedicated,Standard,free,Asia
Microsoft,AKS39,2.82003,1.15,0.0125,0,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,Standard,free,Asia
Microsoft,AKS40,2.53003,0.86,0.0125,0,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,Standard,free,Asia
Microsoft,AKS41,2.35938,1.096,0.099,0,0.0273973,1.137,2000,10000,8,64,300,yes,horizontal,no upfront,No commitment,Dedicated,SSD,free,US
Microsoft,AKS42,2.14338,0.88,0.099,0,0.0273973,1.137,2000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,SSD,free,US
Microsoft,AKS43,1.92338,0.66,0.099,0,0.0273973,1.137,2000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,SSD,free,US
Microsoft,AKS44,3.13403,1.096,0.0125,0.368,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,No commitment,Dedicated,Standard,Windows,Asia
Microsoft,AKS45,2.91803,0.88,0.0125,0.368,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,Standard,Windows,Asia
Microsoft,AKS46,2.69803,0.66,0.0125,0.368,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,Standard,Windows,Asia
Microsoft,AKS47,3.01228,1.096,0.12875,0.13,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,No commitment,Dedicated,SSD,Linux,Asia
Microsoft,AKS48,2.79628,0.88,0.12875,0.13,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,1 Year commitment,Dedicated,SSD,Linux,Asia
Microsoft,AKS49,2.57628,0.66,0.12875,0.13,0.0136986,1.6438,1000,10000,8,64,300,yes,horizontal,no upfront,3 Year commitment,Dedicated,SSD,Linux,Asia
Microsoft,AKS50,5.62175,2.112,0.0166,0,0,3.4932,5000,30000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,Standard,free,Asia
Microsoft,AKS51,4.77675,1.267,0.0166,0,0,3.4932,5000,30000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,free,Asia
Microsoft,AKS52,4.31275,0.803,0.0166,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,free,Asia
Microsoft,AKS53,5.81965,2.112,0.2145,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,SSD,free,Asia
Microsoft,AKS54,4.97465,1.267,0.2145,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,free,Asia
Microsoft,AKS55,4.51065,0.803,0.2145,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,free,Asia
Microsoft,AKS56,7.09375,3.584,0.0166,0,0,3.4932,9000,30000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,Standard,Windows,Asia
Microsoft,AKS57,8.37204,2.739,0.0166,0,0,5.6164,9000,50000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,Standard,Windows,Asia
Microsoft,AKS58,7.90804,2.275,0.0166,0,0,5.6164,9000,50000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,Standard,Windows,Asia
Microsoft,AKS59,9.41494,3.584,0.2145,0,0,5.6164,10000,50000,32,128,500,no,horizontal,no upfront,No commitment,On Demand,SSD,Windows,Asia
Microsoft,AKS60,8.56994,2.739,0.2145,0,0,5.6164,10000,50000,32,128,500,no,horizontal,no upfront,1 Year commitment,On Demand,SSD,Windows,Asia
Microsoft,AKS61,8.10594,2.275,0.2145,0,0,5.6164,10000,50000,32,128,500,no,horizontal,no upfront,3 Year commitment,On Demand,SSD,Windows,Asia
Microsoft,RH1,7.75782,1.604,0.3319,0,0.1369863,5.6849,10000,50000,32,128,1000,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Microsoft,RH2,2.56648,1.0702,0.3319,0,0.0273973,1.137,2000,10000,16,64,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH3,2.25938,0.722,0.3319,0,0.0684932,1.137,5000,10000,16,64,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH4,3.84033,1.74,0.4291,0,0.0273973,1.6438,2000,10000,16,64,1000,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
Microsoft,RH5,3.19223,1.0919,0.4291,0,0.0273973,1.6438,2000,10000,16,64,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Asia
Microsoft,RH6,2.14776,0.7023,0.0208,0,0.0273973,1.3973,2000,12000,16,64,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH7,2.99746,1.552,0.0208,0,0.0273973,1.3973,2000,12000,16,64,500,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Microsoft,RH8,2.34948,0.979,0.165,0,0.0684932,1.137,5000,10000,16,64,500,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH9,2.01858,0.6481,0.165,0,0.0684932,1.137,5000,10000,16,64,500,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH10,0.52813,0.391,0.0159,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,US
Microsoft,RH11,0.39053,0.2534,0.0159,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH12,0.30263,0.1655,0.0159,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH13,0.67123,0.385,0.165,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Microsoft,RH14,0.54123,0.255,0.165,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH15,0.45403,0.1678,0.165,0,0.0013699,0.1199,100,1000,4,16,500,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH16,0.62155,0.435,0.0208,0,0.0013699,0.1644,100,1000,4,16,500,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Microsoft,RH17,0.45746,0.2668,0.0208,0,0.0054795,0.1644,400,1000,4,16,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH18,0.36496,0.1743,0.0208,0,0.0054795,0.1644,400,1000,4,16,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH19,9.25782,3.104,0.3319,0,0.1369863,5.6849,10000,50000,32,128,1000,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,US
Microsoft,RH20,8.11182,1.958,0.3319,0,0.1369863,5.6849,10000,50000,32,128,1000,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH21,4.03906,1.2962,0.3319,0,0.1369863,2.274,10000,20000,32,128,1000,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,US
Microsoft,RH22,5.53096,3.08,0.04,0,0.1369863,2.274,10000,20000,32,128,1000,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Europe
Microsoft,RH23,4.46496,2.0381,0.0159,0,0.1369863,2.274,10000,20000,32,128,500,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Europe
Microsoft,RH24,3.76856,1.3417,0.0159,0,0.1369863,2.274,10000,20000,32,128,500,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Europe
Microsoft,RH25,6.10755,3.48,0.1618,0,0.1369863,2.3288,10000,20000,32,128,500,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Asia
Microsoft,RH26,4.81135,2.1838,0.1618,0,0.1369863,2.3288,10000,20000,32,128,500,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Asia
Microsoft,RH27,4.03205,1.4045,0.1618,0,0.1369863,2.3288,10000,20000,32,128,500,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Asia
Microsoft,RH28,1.99098,0.776,0.0095,0,0.0684932,1.137,5000,10000,8,32,300,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,US
Microsoft,RH29,1.93188,0.4895,0.0095,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH30,1.76648,0.3241,0.0095,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,US
Microsoft,RH31,2.30188,0.77,0.099,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Europe
Microsoft,RH32,2.04138,0.5095,0.099,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH33,1.86738,0.3355,0.099,0,0.0684932,1.3644,5000,12000,8,32,300,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Europe
Microsoft,RH34,2.30716,0.87,0.0125,0,0.0273973,1.3973,2000,12000,8,32,300,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,Asia
Microsoft,RH35,1.98306,0.5459,0.0125,0,0.0273973,1.3973,2000,12000,8,32,300,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH36,1.78836,0.3512,0.0125,0,0.0273973,1.3973,2000,12000,8,32,300,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,Asia
Microsoft,RH37,0.67194,0.425,0.1216,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Africa
Microsoft,RH38,0.50704,0.2601,0.1216,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Africa
Microsoft,RH39,0.41584,0.1689,0.1216,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Africa
Microsoft,RH40,0.62384,0.489,0.0095,0,0.0054795,0.1199,400,1000,4,16,300,yes,horizontal,no upfront,No commitment,On Demand,Standard,Linux,South America
Microsoft,RH41,0.41403,0.2833,0.0095,0,0.0013699,0.1199,100,1000,4,16,300,yes,horizontal,no upfront,1 Year commitment,On Demand,Standard,Linux,South America
Microsoft,RH42,0.32633,0.1956,0.0095,0,0.0013699,0.1199,100,1000,4,16,300,yes,horizontal,no upfront,3 Year commitment,On Demand,Standard,Linux,South America
Microsoft,RH43,0.90373,0.421,0.1204,0,0.0027397,0.3596,100,3000,4,16,300,yes,horizontal,no upfront,No commitment,On Demand,SSD,Linux,Australia
Microsoft,RH44,0.75423,0.2715,0.1204,0,0.0027397,0.3596,100,3000,4,16,300,yes,horizontal,no upfront,1 Year commitment,On Demand,SSD,Linux,Australia
Microsoft,RH45,0.66333,0.1806,0.1204,0,0.0027397,0.3596,100,3000,4,16,300,yes,horizontal,no upfront,3 Year commitment,On Demand,SSD,Linux,Australia
IBM,CKS4,1.86247,0.52,0,0,0,1.3425,500,10000,8,32,100,yes,horizontal,no upfront,No commitment,On Demand,SSD,free,US
